R-Card Office iPad2,2/13/2019 12:10,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7261791
R-Card Office iPad2,2/13/2019 12:10,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7261856
R-Card Office iPad2,2/13/2019 12:10,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7261855
R-Card Office iPad2,2/13/2019 12:10,Retail Sale Transaction Amount: $3,Retail Transaction ID: 7261860
R-Card Office iPad2,2/13/2019 12:18,Retail Sale Transaction Amount: $20,Retail Transaction ID: 7266841
R-Card Office iPad3,2/13/2019 12:18,Retail Sale Transaction Amount: $27,Retail Transaction ID: 7266852
R-Card Office iPad3,2/13/2019 12:21,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267017
R-Card Office iPad2,2/13/2019 12:21,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267107
R-Card Office iPad2,2/13/2019 12:24,Retail Sale Transaction Amount: $20,Retail Transaction ID: 7267115
R-Card Office iPad3,2/13/2019 12:25,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267127
R-Card Office iPad2,2/13/2019 12:26,Retail Sale Transaction Amount: $20,Retail Transaction ID: 7267134
R-Card Office iPad3,2/13/2019 12:26,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7267142
R-Card Office iPad3,2/13/2019 12:27,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7267144
R-Card Office iPad3,2/13/2019 12:28,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7267148
R-Card Office iPad3,2/13/2019 12:38,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267157
R-Card Office iPad2,2/13/2019 12:40,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267193
R-Card Office iPad2,2/13/2019 12:42,Retail Sale Transaction Amount: $27,Retail Transaction ID: 7267205
R-Card Office iPad3,2/13/2019 12:49,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267230
R-Card Office iPad2,2/13/2019 13:00,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267232
R-Card Office iPad2,2/13/2019 13:04,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267236
R-Card Office iPad2,2/13/2019 13:06,Retail Sale Transaction Amount: $3,Retail Transaction ID: 7267255
R-Card Office iPad2,2/13/2019 13:10,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267263
R-Card Office iPad2,2/13/2019 13:14,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267337
R-Card Office iPad2,2/13/2019 13:18,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267343
R-Card Office iPad2,2/13/2019 13:23,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267409
R-Card Office iPad2,2/13/2019 13:29,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267410
R-Card Office iPad1,2/14/2019 12:37,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267442
R-Card Office iPad1,2/14/2019 12:37,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267463
R-Card Office iPad1,2/14/2019 12:43,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7267514
R-Card Office iPad1,2/14/2019 12:57,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267516
R-Card Office iPad1,2/14/2019 12:58,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267517
R-Card Office iPad1,2/14/2019 13:01,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267578
R-Card Office iPad1,2/14/2019 13:06,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7267601
R-Card Office iPad1,2/14/2019 13:16,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267602
R-Card Office iPad1,2/14/2019 13:19,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267629
R-Card Office iPad1,2/14/2019 13:19,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7267693
R-Card Office iPad1,2/14/2019 13:20,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267707
R-Card Office iPad1,2/14/2019 13:26,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267751
R-Card Office iPad1,2/14/2019 13:26,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267752
R-Card Office iPad1,2/14/2019 13:30,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7267783
R-Card Office iPad1,2/14/2019 13:46,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7267795
R-Card Office iPad1,2/14/2019 13:55,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7270549
R-Card Office iPad1,2/14/2019 13:55,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7270552
R-Card Office iPad1,2/14/2019 13:55,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7270553
R-Card Office iPad1,2/14/2019 13:57,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7270590
R-Card Office iPad2,2/19/2019 11:47,Retail Sale Transaction Amount: $20,Retail Transaction ID: 7270600
R-Card Office iPad1,2/19/2019 12:02,Retail Sale Transaction Amount: $30,Retail Transaction ID: 7270603
R-Card Office iPad1,2/19/2019 12:08,Retail Sale Transaction Amount: $1,Retail Transaction ID: 7270652
R-Card Office iPad1,2/19/2019 12:10,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7270657
R-Card Office iPad1,2/19/2019 12:15,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7270719
R-Card Office iPad1,2/19/2019 12:19,Retail Sale Transaction Amount: $1,Retail Transaction ID: 7270724
R-Card Office iPad1,2/19/2019 12:20,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7270728
R-Card Office iPad3,2/19/2019 12:20,Retail Sale Transaction Amount: $1,Retail Transaction ID: 7270741
R-Card Office iPad1,2/19/2019 12:21,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7270758
R-Card Office iPad1,2/19/2019 12:21,Retail Sale Transaction Amount: $1,Retail Transaction ID: 7270861
R-Card Office iPad1,2/19/2019 12:22,Retail Sale Transaction Amount: $10,Retail Transaction ID: 7270877
R-Card Office iPad2,2/19/2019 12:22,Retail Sale Transaction Amount: $15,Retail Transaction ID: 7270883
R-Card Office iPad1,2/19/2019 12:23,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7270890
R-Card Office iPad2,2/19/2019 12:28,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7270935
R-Card Office iPad1,2/19/2019 12:29,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7270948
R-Card Office iPad1,2/19/2019 12:30,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7270960
R-Card Office iPad2,2/19/2019 12:37,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7270978
R-Card Office iPad2,2/19/2019 12:37,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7270983
R-Card Office iPad1,2/19/2019 12:43,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7270997
R-Card Office iPad2,2/19/2019 12:49,Retail Sale Transaction Amount: $1,Retail Transaction ID: 7271010
R-Card Office iPad2,2/19/2019 12:55,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271058
R-Card Office iPad2,2/19/2019 13:02,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271070
R-Card Office iPad2,2/19/2019 13:04,Retail Sale Transaction Amount: $10,Retail Transaction ID: 7271074
R-Card Office iPad2,2/19/2019 13:06,Retail Sale Transaction Amount: $10,Retail Transaction ID: 7271089
R-Card Office iPad2,2/19/2019 13:07,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271096
R-Card Office iPad3,2/19/2019 13:10,Retail Sale Transaction Amount: $1.25,Retail Transaction ID: 7271097
R-Card Office iPad2,2/19/2019 13:12,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271108
R-Card Office iPad1,2/19/2019 13:14,Retail Sale Transaction Amount: $20,Retail Transaction ID: 7271119
R-Card Office iPad3,2/19/2019 13:18,Retail Sale Transaction Amount: $10,Retail Transaction ID: 7271120
R-Card Office iPad3,2/19/2019 17:32,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271137
R-Card Office iPad3,2/19/2019 18:29,Retail Sale Transaction Amount: $20,Retail Transaction ID: 7271138
R-Card Office iPad3,2/20/2019 11:20,Retail Sale Transaction Amount: $27,Retail Transaction ID: 7271166
R-Card Office iPad3,2/20/2019 11:35,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7271189
R-Card Office iPad3,2/20/2019 11:36,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7271199
R-Card Office iPad3,2/20/2019 11:37,Retail Sale Transaction Amount: $20,Retail Transaction ID: 7271207
R-Card Office iPad3,2/20/2019 11:46,Retail Sale Transaction Amount: $20,Retail Transaction ID: 7271212
